t,obs
488,185.7211844845
489,-30.592051735
490,27.7905146408
491,-131.8701586732
492,42.043800943
493,-16.980047124
494,91.327331626
495,120.0029539802
496,-181.5267944019
497,-2.5538012458
498,203.747378102
499,-40.8243824916
500,70.2422197132
501,97.8312606465
502,117.8328726945
503,58.2544998046
504,-90.4675295828
505,240.3657347347
506,78.6016723532
507,-137.4055429294
508,176.8860166723
509,-15.3724895161
510,-32.5788188632
511,-100.0081166476
512,-153.2590279707
513,78.1191971791
514,-143.4766247341
515,-80.8358127662
516,-135.1674537485
517,-200.6859476469
518,-81.7000112854
519,-86.2589043147
520,76.2601440307
521,-67.1632816947
522,-21.1622924865
523,-17.7214943453
524,127.5057998906
525,160.7117839022
526,88.9101494287
527,58.4624534855
528,-18.4018257466
529,-162.0199624015
530,-102.6919822168
531,-119.7923080985
532,-98.2573250349
533,-9.331769244
534,3.3351242453
535,13.4569963024
536,-57.079491487
537,23.0246030054
538,88.6475152921
539,-73.7745216406
540,-155.7947690347
541,19.3396084245
542,-23.1308889321
543,101.1346523558
544,-208.8812241526
545,-71.733914422
546,18.4707002912
547,-154.7881803498
548,-124.5026554233
549,63.7314752675
550,377.8239993733
551,-0.1114704227
552,-48.117670991
553,-6.0396983361
554,-6.57628296
555,136.536593224
556,-31.5692468478
557,52.4550263374
558,74.7251862247
559,145.6110080133
560,-236.318107646
561,88.7624219083
562,189.5132070445
563,61.6302712129
564,-87.3791978176
565,-36.7373887921
566,-70.4346841182
567,-161.3730513056
568,103.4776310524
569,84.9770685965
570,-21.4953996854
571,-24.3694786232
572,-52.1094019113
573,-56.5545720863
574,95.0836115877
575,-29.4063344212
576,-18.4483470058
577,-143.6645842751
578,179.8600611959
579,-28.7687312749
580,136.1160986093
581,137.1649264097
582,20.7026684776
583,121.5310869915
584,-17.2350848405
585,-249.6579059048
586,69.9954304814
587,-149.9407281592
588,8.8222211917
589,-115.5856864928
590,81.3036876176
591,98.0275846418
592,-74.5026824573
593,113.9393527158
594,-56.0282190501
595,160.3533474679
596,134.3266310886
597,51.1686778324
598,-11.1736910009
599,-92.5482497247
600,56.2786475598
601,107.6429424854
602,92.1445025645
603,3.5654247496
604,-113.7565860374
605,-63.7450837455
606,-73.59376219
607,230.1232933218
608,30.1806249406
609,-9.6673379064
610,145.3872634837
611,40.8378188321
612,113.4941735055
613,91.7019844191
614,35.293701463
615,-74.1579199921
616,-115.604845505
617,-56.778178615
618,-209.7841667042
619,-29.0944929436
620,-4.1605949558
621,194.9295341907
622,-95.6181857114
623,-133.3392825921
624,5.546911523
625,150.8910181886
626,71.8641534676
627,-58.9867652936
628,-191.8562501028
629,124.02931075
630,53.4981521807
631,-189.5601370797
632,-95.5076809458
633,-130.8598451086
634,15.6136558129
635,-91.5756952911
636,-28.8422274979
637,-189.31785856
638,-146.713071293
639,-73.1362090499
640,-121.3128463189
641,12.0767548326
642,61.0777007705
643,-211.0130797116
644,83.0673195379
645,36.5461503236
646,52.7285773195
647,-22.9479557128
648,8.1733376833
649,179.913814337
650,-55.3640608465
651,-90.2359450505
652,-80.5605657903
653,76.4913469216
654,70.1809386392
655,70.1351842263
656,98.1650055352
657,-127.2590902244
658,-155.3945218526
659,50.9931942075
660,-9.6525369255
661,-21.8896152737
662,162.4993634667
663,-142.6575473371
664,-55.803612036
665,-54.9886790223
666,-36.138435328
667,38.0567164089
668,-76.8682816941
669,198.4434235046
670,-9.2827297635
671,-8.4987745551
672,-43.23856027
673,132.7233352243
674,-228.2831296851
675,67.3084809925
676,106.5167888397
677,75.6244603523
678,146.0973858103
679,-188.1959820472
680,58.8120324281
681,83.3556455664
682,104.3227146889
683,-116.1707465056
684,11.2398665996
685,74.2086637413
686,-30.9478040504
687,-17.9633991889
688,12.5525098486
689,-24.3847866353
690,15.077939087
691,-127.6269274803
692,46.184372701
693,-94.1990630744
694,287.2384137698
695,-221.2710043176
696,73.5817616119
697,24.102943675
698,-95.2493985333
699,223.7385956639
700,-137.3891507986
701,52.5913800096
702,-169.7012604036
703,131.144397234
704,135.2266880225
705,-53.8754803295
706,135.3602527463
707,-110.3413390051
708,35.3309360595
709,-80.3249603682
710,-54.1059574978
711,-111.0669902736
712,-60.5291640156
713,-270.9162454226
714,-17.735587996
715,167.9040798821
716,-63.5336358298
717,-102.1387847161
718,-202.3608146182
719,48.899158511
720,40.8955598409
721,23.3412224791
722,-225.3896112205
723,-102.6692349737
724,-49.2784777515
725,-21.8125272967
726,-158.495113155
727,42.6190492998
728,125.1052896943
729,-31.4552716446
730,-46.2352127329
731,-258.4904288337
732,71.9366921935
733,26.9427150545
734,307.7969076988
735,-124.2945860277
736,45.4890082534
737,-5.7313000903
738,151.0654394242
739,24.638982603
740,105.1764348329
741,8.9234034963
742,134.5430175329
743,-71.0705880261
744,-179.6790546112
745,-4.5467498089
746,62.1804010212
747,-43.7361003559
748,30.8257761057
749,-94.3174776775
750,36.3683188662
751,-56.128997717
752,-39.945750232
753,16.9949625168
754,54.4852774942
755,10.7260439996
756,-34.3449834623
757,123.4700278537
758,67.7232926643
759,14.4925938866
760,-120.8388187694
761,0.1880774289
762,-129.7610389562
763,-149.7599445525
764,115.769263885
765,-39.3414228992
766,-43.2412220644
767,103.0918021854
768,294.1520517853
769,124.6963709254
770,21.5834312786
771,37.3350288734
772,245.0814842857
773,-33.5479149244
774,34.9268333057
775,-141.0022512254
776,-32.0034409617
777,104.6268569338
778,-139.1586879653
779,61.9365759524
780,-181.1788182538
781,41.0919094301
782,-66.9294298392
783,-254.5774463379
784,192.652796336
785,93.7252984261
786,0.653526573
787,26.5845953869
788,-240.3572794112
789,-94.361966444
790,57.0607307844
791,82.3469824111
792,-70.8679770477
793,166.9817540416
794,7.1972453437
795,-189.4107491078
796,85.0976036476
797,100.7369850716
798,114.1963958575
799,45.7366474424
800,92.0438956987
801,42.2200349729
802,-255.5121634662
803,34.0212392815
804,146.448196854
805,211.9260169629
806,-10.4587644375
807,170.285908022
808,62.3399526355
809,184.7478564334
810,0.1495964062
811,12.2691150972
812,-224.2344838319
813,17.2645426576
814,33.3191706277
815,35.3288518975
816,-72.3527278262
817,104.0929412507
818,259.1712420607
819,-214.9962738761
820,12.2243256762
821,183.9995305452
822,-193.5634981846
823,66.1816832278
824,-54.5369862092
825,119.9031559379
826,-216.3986657831
827,-23.287444986
828,-187.4149769477
829,-29.5408731117
830,-139.105257749
831,-87.1801836244
832,-147.2170643641
833,365.1198094766
834,-47.251011392
835,27.1644708557
836,-69.7681821279
837,71.7658705822
838,-200.9564855949
839,11.0562468079
840,66.2874194132
841,81.8665262234
842,5.4438159934
843,64.64265993
844,45.715291032
845,378.4127754213
846,-237.171623774
847,-77.1801455356
848,351.8752761786
849,135.502990361
850,-180.4373161479
851,89.7825674341
852,17.878634733
853,-100.3891050113
854,-52.9374920025
855,-125.3270042355
856,-85.4320077998
857,98.071555465
858,-34.7547778018
859,-33.2283078808
860,22.5988348844
861,-138.4683178502
862,65.8303063718
863,-119.9621819992
864,147.1963232707
865,-150.9459595829
866,-4.902475434
867,24.559222098
868,141.4430870495
869,20.7237908414
870,195.9166069048
871,-131.3167788992
872,185.9121276174
873,-302.9265789417
874,-14.4079708116
875,56.7483430859
876,-66.663154958
877,405.6295148413
878,-10.8869477583
879,-12.0281377567
880,8.6905802168
881,136.8117495217
882,196.6389605323
883,28.3554024212
884,-32.3397781352
885,-45.6355565837
886,71.6382374237
887,118.6080175674
888,-158.366355196
889,75.9477530086
890,13.2679339196
891,66.8439634887
892,17.999060478
893,-95.0360948469
894,316.7332200363
895,301.6048465711
896,216.0420884901
897,25.9765912771
898,-42.2320387428
899,-285.4973265411
900,-177.8316427466
901,80.9638766697
902,37.1549856373
903,90.6571374283
904,-44.1816671315
905,-246.529065279
906,-35.346488098
907,71.3967341522
908,-50.8837217299
909,61.8225110228
910,1.7028175006
911,48.0525903318
912,152.9518026909
913,-146.737279074
914,188.524173436
915,-312.7582795512
916,329.6732715972
917,236.2998216365
918,-238.3591585008
919,-156.0573937407
920,47.7482195259
921,164.0771276226
922,-53.4158312012
923,258.4894712038
924,106.7858175764
925,-32.3212503442
926,-156.2165630367
927,-239.8717308284
928,-43.953417806
929,202.911223495
930,51.7166075784
931,-59.4389839197
932,-106.7137279012
933,116.8563184342
934,-290.7913653796
935,-69.0518683038
936,-59.398997758
937,-249.303056927
938,3.1657723028
939,20.3257394548
940,164.9831998653
941,-103.5885425316
942,103.1839979887
943,233.2300153737
944,139.8163658119
945,-81.0390227343
946,257.2083398013
947,-84.2563568142
948,9.9260031947
949,102.0586553659
950,-99.6155703769
951,-248.733889373
952,22.7198992953
953,67.8689552729
954,117.8002687767
955,81.8282234302
956,32.383083576
957,14.3099849612
958,127.7816585105
959,-129.5081932636
960,-109.7361037917
961,8.9996577566
962,-106.3888872684
963,176.4138916519
964,-2.0299210273
965,310.6573959892
966,-88.4022078339
967,-84.6471606839
968,-182.26654857
969,185.7415619088
970,139.4962291795
971,-132.6071034527
972,186.3489310449
973,259.0301408174
974,294.9210210043
975,93.305007638
976,279.9881183225
977,111.0569078084
978,32.4823212178
979,115.5722141049
980,-55.170362066
981,229.238109422
982,223.7773613036
983,455.7561862481
984,-7.9030916776
985,-21.720861404
986,93.1492079915
987,-52.2506537069
988,6.4340224164
989,17.8090160092
990,-147.0126667656
991,235.8180087821
992,23.0921041945
993,70.7571327438
994,-136.7734179292
995,162.4494189574
996,134.2951262693
997,-74.0504389597
998,274.0786849588
999,235.9941260789
1000,253.2433801664
1,32.3298671797
2,-65.1541677168
3,74.6377137387
4,-18.4318091917
5,164.3563446293
6,-21.5257149007
7,-22.9280846717
8,9.119605496
9,7.1920947726
10,-42.7896725044
11,-73.9799352401
12,29.079937352
13,19.3708580942
14,-46.4180139415
15,-62.8376953841
16,66.9343191612
17,-18.6891338084
18,-17.897931938
19,70.3002779546
20,100.4717908279
21,-66.2686995383
22,68.8201242264
23,43.8402746443
24,3.5784067469
25,68.7906368363
26,68.3253926488
27,42.6461171266
28,56.0991449209
29,10.5112009688
30,31.3335381694
31,-27.3372114009
32,33.4662945613
33,-55.99936732
34,-35.6358603291
35,-33.1371525268
36,-42.4942203454
37,32.1192277664
38,-9.4427501694
39,75.7414768365
40,25.0608374563
41,-72.6543912702
42,-21.9419028278
43,-107.3609273704
44,71.3014676467
45,70.3437864937
46,40.4187795359
47,-50.4597166075
48,16.3921855994
49,-74.1290422204
50,3.3339064931
51,-5.3438648702
52,-31.9691664773
53,-89.457651861
54,84.9548408757
55,33.0651640938
56,126.2109824222
57,-60.6651691648
58,-22.7967133703
59,42.269785365
60,33.1526227268
61,12.0673019311
62,40.5543365099
63,8.1219175348
64,-78.6259269205
65,59.6673907101
66,-112.5843569918
67,-6.046962365
68,-142.5540112289
69,-45.3117782979
70,-25.8367281813
71,18.4828989011
72,-45.1593565154
73,-60.0710803164
74,89.6880985404
75,-76.4511112145
76,7.6152110487
77,84.622092787
78,-48.807445493
79,-31.4769641721
80,82.4297523555
81,69.4215425518
82,-43.2459896015
83,148.8646928488
84,-16.3752017699
85,-0.1199858234
86,54.326265855
87,-5.9212823337
88,-8.4953513325
89,-21.7318035781
90,113.2926808552
91,-60.4551514464
92,72.8036355788
93,-35.8595443631
94,-23.6085725687
95,-62.0626141862
96,-41.6101443287
97,-3.8830352442
98,63.6004865437
99,52.9268741402
100,5.8973310823
101,58.9562143046
102,-21.4510360174
103,76.4053902568
104,-7.3620196547
105,10.6000225942
106,-1.292111755
107,16.2312021317
108,-2.3617822593
109,41.5928272933
110,31.6423844276
111,51.530106922
112,-70.0041606912
113,24.3626156577
114,-19.3068896101
115,-50.7718721226
116,35.0435673497
117,-54.5509343212
118,-38.9322904904
119,16.1333468018
120,-102.7348870418
121,150.2473890991
122,-6.2099508774
123,-54.354843277
124,-15.1551771275
125,-19.6986313
126,-39.7832973956
127,-10.643406502
128,-14.5523282481
129,-68.9339446326
130,88.5314341979
131,110.5103371157
132,-20.9832481243
133,80.9657516096
134,-54.2881152226
135,5.0855719501
136,35.977420894
137,-6.9786069299
138,76.2336103587
139,-73.2989760101
140,-100.9778004886
141,139.1032774214
142,80.2254818456
143,79.0508269677
144,-66.7599106846
145,-21.2608455575
146,19.4640308728
147,-13.9399529928
148,67.0011985288
149,67.531199463
150,-78.8597575448
151,56.3918217548
152,-42.1037587049
153,-5.4674367653
154,84.260532226
155,49.6190172315
156,-73.3816996651
157,62.5475815137
158,91.6893247748
159,-188.2056234639
160,-85.4629659175
161,86.9419687729
162,13.7772078892
163,-90.0449591106
164,-89.8508072671
165,48.2248625209
166,70.5724771613
167,70.9033252991
168,-33.636091519
169,48.43573718
170,-36.014815061
171,32.2944935561
172,-71.8215092144
173,-57.087965518
174,-0.1015368337
175,4.1195309834
176,76.9332029276
177,-35.5827523176
178,70.9967094107
179,75.8780050545
180,-15.0786287798
181,-13.4265369114
182,-45.7680491533
183,-43.6707432508
184,18.9619097552
185,13.9115017351
186,30.4785431131
187,5.2463156489
188,-60.8991898637
189,131.1859170986
190,39.9831139604
191,-74.1048597768
192,-157.6570808988
193,100.8811167909
194,-29.7872112988
195,-45.1824418878
196,-19.0167173057
197,-10.9394808052
198,122.2594727607
199,104.2379259045
200,69.2212314203
201,39.1392092649
202,-37.0820992974
203,-66.9409155777
204,63.1968236357
205,-67.5035648256
206,26.5801343677
207,-30.3186376494
208,-0.3454529874
209,-148.2882817089
210,93.5563174748
211,2.3010795385
212,-104.722528129
213,-18.3262339114
214,35.4737101704
215,158.0456312368
216,-17.9753395191
217,67.6729999764
218,98.7857303448
219,16.2784639148
220,-7.2996447837
221,58.9359193377
222,32.8324589888
223,20.5552937086
224,-45.8451375887
225,62.4667379901
226,23.3483927427
227,-37.1465005805
228,-11.2435846515
229,0.6800769127
230,-53.44031421
231,-41.8999076382
232,-213.1229337227
233,-76.7489820555
234,83.0338177426
235,-42.8901942531
236,-49.5113228879
237,-64.9400373545
238,61.8181367248
239,-37.1831503985
240,40.9915678795
241,-59.4246147896
242,-58.1503196823
243,-2.5058027523
244,-26.65710176
245,69.1135273063
246,69.5387673923
247,-55.8103429218
248,-77.1494988202
249,-18.5936531585
250,9.5641586403
251,31.3327371442
252,19.5953987035
253,-28.634245333
254,-47.5317531692
255,80.6546049402
256,58.415490289
257,79.226984863
258,67.5713739649
259,-117.7427358584
260,65.2378952238
261,95.6686064676
262,20.7484942571
263,81.7327674059
264,115.5193170622
265,-91.3481564945
266,21.4061828998
267,102.6228386295
268,51.238068988
269,70.6990488875
270,80.6191620507
271,-3.2580779922
272,56.6320659611
273,176.7475078479
274,7.2768611973
275,63.9560974604
276,3.6973842956
277,81.7071036257
278,27.75025539
279,29.6085479891
280,13.6010928501
281,21.5307002043
282,96.4010464765
283,135.1110408599
284,-20.2639857946
285,212.371359747
286,-37.1216802751
287,19.8574940107
288,10.908432475
289,160.2406965554
290,-20.1076956422
291,34.1329638387
292,-122.0635268532
293,-27.630304684
294,62.4701800986
295,-38.4223499961
296,100.2717237975
297,-95.6076148712
298,257.2204531325
299,95.460912292
300,95.2158764972
301,107.3202402572
302,37.3359738944
303,69.9477663385
304,76.5911175688
305,31.0752526264
306,148.8613536883
307,-20.5500801296
308,101.4028072483
309,131.0734800978
310,-100.53671426
311,-109.9537339014
312,-15.6264083749
313,-114.7740322863
314,-117.8033238296
315,-44.4525941714
316,-79.5024221719
317,-54.6988099827
318,-103.1404200267
319,17.735069811
320,-17.488675664
321,28.2851439191
322,80.7534710232
323,19.4894599343
324,-49.8044170052
325,26.6474271638
326,86.2263004498
327,-69.7894939134
328,-108.069511245
329,31.4312195035
330,80.5384400839
331,33.8876028807
332,-23.8169824903
333,11.8698935287
334,13.5396096659
335,-3.4679931939
336,-81.2680146568
337,-34.2042909095
338,-5.2424253395
339,-10.7158777489
340,47.3507753309
341,-116.7591609259
342,-100.8044969448
343,-142.7973549235
344,107.0027880367
345,-1.8726681644
346,61.9605671486
347,-36.3503690024
348,10.3104102798
349,-100.5220659932
350,-1.4384327753
351,-73.0361659395
352,-36.7045424188
353,-118.6498632235
354,-45.9986032322
355,105.4529819187
356,-99.1533036604
357,55.0809932001
358,72.1990985461
359,-11.7867577568
360,17.7117608031
361,-111.1064384029
362,46.2616116372
363,18.9282844617
364,51.9897716572
365,6.039077919
366,-53.6480817609
367,-110.0854794732
368,24.5405346543
369,3.2701955001
370,49.2422606696
371,38.9452151184
372,-95.8376843375
373,-70.4269936124
374,59.0274852668
375,71.8030221675
376,-17.7369377001
377,61.1980920922
378,-110.7716813182
379,67.7852390145
380,83.9178187523
381,-74.9326526625
382,54.402805639
383,-83.1938095008
384,-106.720861408
385,12.6145899965
386,-74.3524877405
387,-88.0307757071
388,37.0645465736
389,-47.250925149
390,-133.5380591274
391,-109.3037004154
392,-21.3630614807
393,-40.6087291341
394,3.0923280571
395,-54.5142684485
396,-129.7994967375
397,-5.6993716461
398,6.0968543921
399,43.9747083932
400,-103.0553489909
401,169.4114525974
402,35.0143573183
403,-67.2984742955
404,-25.2968458096
405,-126.5558169629
406,-45.8875618942
407,45.2391909539
408,82.4818848476
409,199.8900693258
410,2.064968972
411,-97.8563527283
412,201.8744705386
413,94.3537978879
414,-2.1834857657
415,10.0395606811
416,37.6631296893
417,33.5675727517
418,-173.0204092641
419,131.2349034675
420,19.9985586464
421,24.9897963935
422,-127.9716183418
423,-108.8444714437
424,37.7785206371
425,-91.1998081953
426,121.3530881571
427,-5.9729596702
428,-22.0900872254
429,-76.0535764137
430,-122.7089778761
431,-70.3605665318
432,-18.5492304024
433,116.3565616352
434,147.2845002982
435,153.4670650021
436,215.7090494909
437,77.9575698933
438,-17.0729388276
439,26.6909219159
440,-144.4493326748
441,100.2742002983
442,-66.8253281071
443,96.9233294566
444,-99.6653582007
445,101.9639891518
446,141.8961841755
447,11.7340602377
448,86.1673559084
449,-103.2990448871
450,95.4884939922
451,-76.6955515759
452,140.8015736876
453,64.0762595707
454,-35.7105188042
455,-66.1442312709
456,24.4308207352
457,26.0481554682
458,-102.7526827732
459,-117.9233660742
460,-15.6979861833
461,-6.426953428
462,161.9979316915
463,-20.2322741875
464,32.6612531451
465,158.1616889381
466,-103.3152418326
467,66.9882000042
468,67.9060661865
469,-117.8835851373
470,106.6906018644
471,-103.0430581944
472,-5.7969560911
473,21.7121685686
474,-6.4731866678
475,-130.745548664
476,-82.7728435486
477,-20.4855172658
478,10.5262074052
479,-74.5986017654
480,296.8629456063
481,-39.421852618
482,194.3552532131
483,-117.3434712085
484,38.3563014336
485,78.7132141928
486,-33.2866099452
487,-40.3276495522
488,-27.4198780801
489,-118.1079976287
490,-76.0290322003
491,-48.0860656252
492,160.9749588916
493,1.7121823821
494,7.4685519567
495,31.3972702168
496,1.3670322696
497,-41.5104008172
498,16.1992058685
499,-81.199002624
500,-34.439008401
501,207.2165031018
502,106.1539750035
503,39.556553145
504,102.0992936444
505,168.2901136023
506,16.881876222
507,-72.7565582477
508,-97.3600032172
509,-102.905085315
510,20.1228212084
511,20.2869263825
512,82.7963298118
513,-112.8239101025
514,-105.7358547387
515,39.6207100009
516,13.5874642388
517,-70.0713238008
518,104.8142621957
519,-106.5082371669
520,137.4815266721
521,19.7450739872
522,-133.0523738049
523,11.6866218812
524,-27.4783636151
525,89.4561314067
526,-42.6747453438
527,51.6957546412
528,9.3451805893
529,-195.1537366748
530,-45.2105540535
531,-168.0475241692
532,9.132217705
533,166.3499007145
534,109.2332341917
535,30.6684276485
536,-18.8585971175
537,-43.1573236946
538,-144.2687673673
539,3.0831019221
540,-76.407965239
541,-131.0963826146
542,-147.4015028182
543,-51.3460510322
544,-5.9640946223
545,20.2427893867
546,-231.6258736806
547,24.7766936852
548,142.3462403299
549,-102.7455331727
550,171.0969165521
551,-82.3168516337
552,163.1629492761
553,46.7345007317
554,5.0590936005
555,11.2617216461
556,151.9347417394
557,-181.3783505161
558,-97.8225906604
559,-48.564581257
560,-233.0215091378
561,88.8177779684
562,123.5686359226
563,25.3338148356
564,-42.1371659889
565,-86.5629914101
566,-57.8171075935
567,-43.4739555895
568,174.6298614677
569,-95.3382471649
570,43.6881788126
571,216.8522052171
572,71.9424261878
573,56.8279290066
574,249.2968041384
575,8.3586102597
576,-67.8567342922
577,30.9578792186
578,111.3251012106
579,154.4218645853
580,-123.7776897036
581,54.2360730402
582,-73.079210057
583,-33.1223649548
584,-109.4756542587
585,-99.6661756516
586,143.6672828532
587,-143.6008891849
588,-175.1346927976
589,-117.0308030856
590,-131.8658290647
591,-52.8030221587
592,119.9442888481
593,109.4058661185
594,137.2106461589
595,-8.6917169706
596,-152.0082201523
597,187.9572289068
598,108.1123740646
599,4.5434662205
600,5.612012565
601,-36.8174826268
602,-33.0033237832
603,-119.3000535279
604,119.755258958
605,88.0508514973
606,-33.1657067555
607,-20.7092415601
608,197.4227769255
609,184.602343512
610,115.9118121738
611,24.8845217405
612,-46.2372687609
613,-111.7254030659
614,116.9176482465
615,53.6554979978
616,154.3415755287
617,-56.4356881871
618,18.2002636872
619,-172.2196884578
620,32.4396930818
621,-2.0904758482
622,154.5747412144
623,118.3207887295
624,55.4101738625
625,65.8138379556
626,162.6361175776
627,128.1639393148
628,320.5127414742
629,-51.8268640761
630,71.5671867562
631,-95.1653604335
632,108.9571519523
633,-45.8963163282
634,-6.9650630815
635,-101.2048515808
636,216.1686506018
637,-60.9055771103
638,12.0243992329
639,120.3521937811
640,120.4666213261
641,-71.8551517414
642,201.8697880301
643,-16.8323860901
644,17.7233255755
645,20.5667954446
646,-63.9416466801
647,9.2746043122
648,-19.4462641568
649,44.9167693705
650,20.8427063009
651,-138.5469264777
652,-38.2290285347
653,-14.0310761924
654,81.9727062694
655,-150.5714344546
656,160.8629134938
657,-61.4690279452
658,193.3253115808
659,-15.3694240467
660,-333.5458462145
661,215.5304771188
662,-30.1596691172
663,333.4272510391
664,59.0357738787
665,132.8638657428
666,34.0120498625
667,35.0066865584
668,-8.1377291353
669,21.813782664
670,-28.9445550889
671,74.965156291
672,35.3397844825
673,-80.6266682257
674,120.5749959771
675,-5.7136105297
676,60.2712609747
677,239.9948423887
678,-71.7568164101
679,-54.5214515925
680,-198.1258628454
681,-76.0952271016
682,-73.1958841365
683,-129.1603552168
684,23.9421266931
685,173.5714463969
686,27.0674579476
687,-114.9726512823
688,149.8634220481
689,-148.5339893947
690,95.4149952093
691,-4.2277979489
692,41.9128160368
693,-103.9379838562
694,66.3363167596
695,28.2276432873
696,6.2382324677
697,55.4370889268
698,8.6310226551
699,317.773812603
700,-114.1575148416
701,95.7932743686
702,-82.2950505098
703,-10.3194978439
704,85.6009464437
705,-188.4480755966
706,-42.6440119465
707,-98.625061697
708,-48.9370794452
709,378.5122681056
710,142.3429503699
711,124.830409441
712,-157.3627528651
713,56.9256534263
714,105.0130705497
715,274.0759699132
716,13.685304167
717,-40.4882525969
718,22.0099903615
719,-9.8100081554
720,12.4586722875
721,-37.3240236364
722,-236.7053510123
723,46.9037824156
724,156.3829510969
725,-111.917850042
726,55.6485283077
727,60.2490397841
728,22.1735178173
729,122.9165221498
730,94.3300437123
731,55.2963627232
732,-34.7882651637
733,26.5906361804
734,-145.7091344585
735,-125.2770799497
736,82.1841359125
737,-125.4596548242
738,-101.373325151
739,38.7262638978
740,-112.0106677282
741,149.4850965811
742,101.280927457
743,-185.3749034536
744,-325.0888209303
745,75.8327370069
746,-73.397471389
747,45.4265047407
748,60.0182811249
749,-121.6110818106
750,13.0906078901
751,-70.5860824308
752,-138.7984044534
753,114.8785523644
754,38.8389696188
755,247.844339507
756,-49.5293407657
757,155.8822656474
758,-24.3924852908
759,-81.1635780625
760,3.2807744451
761,-148.0009421095
762,149.6687823084
763,52.5244458865
764,-37.8481645825
765,-37.7016683464
766,174.7346700287
767,191.9967755773
768,-50.7456211862
769,132.4813339301
770,-14.8963320245
771,87.7842471107
772,187.0794862683
773,-69.1640426404
774,193.1710010342
775,-27.6412583918
776,-20.4294371792
777,-115.6348748847
778,-96.4171356352
779,-13.4147253297
780,-5.9315466198
781,88.1652277338
782,-32.4155758424
783,72.3661566776
784,-19.5021860186
785,1.0320165004
786,56.8654598355
787,-47.6721475087
788,-47.6087707297
789,-72.7152396874
790,216.456119465
791,-29.9264524889
792,-138.3044920589
793,-69.7011099986
794,-55.060501135
795,53.2042471592
796,-50.9652619117
797,-81.7824111055
798,146.3831710199
799,24.4801897541
800,378.8784353595
801,5.4010964381
802,188.2254233589
803,-173.4821876217
804,-112.2491848939
805,105.4975452522
806,151.6755643569
807,-22.8343865851
808,-59.2978620022
809,-65.2592340416
810,-29.0560362755
811,47.971325476
812,94.5307515044
813,62.4935867646
814,-203.2362858295
815,7.8880918264
816,294.5994988321
817,140.5071261677
818,-1.546984294
819,-48.4547836495
820,162.0074028814
821,-39.6466404468
822,-83.6893517663
823,-20.7506865598
824,62.765200961
825,104.0739378608
826,-117.4201562826
827,43.3875120945
828,63.4642521487
829,79.9468642019
830,25.0390508086
831,-127.0892118503
832,69.2533206714
833,139.1371314226
834,-123.3083601592
835,383.526260444
836,-330.2563117881
837,-161.0481286416
838,-262.7165509001
839,-58.551574855
840,-28.7525718292
841,-21.4925697795
842,30.29015547
843,54.2342376092
844,103.3447620067
845,-138.2199881902
846,32.9440096289
847,26.3756153421
848,-49.9071568122
849,92.8845486078
850,-19.9332972617
851,52.9151415532
852,-71.1140276528
853,194.1140760135
854,71.1997226303
855,-218.7995537137
856,54.3294969474
857,-132.6137361457
858,-178.2925446305
859,-177.5602746469
860,56.7091495479
861,-153.8192494997
862,-90.2076571036
863,75.5377899741
864,101.7807165877
865,-113.3937501319
866,-75.1668539914
867,-188.9449368399
868,-20.7794866661
869,103.4763895549
870,222.3037465102
871,296.3972209808
872,-105.2750950051
873,-15.4136141325
874,-137.6779798758
875,-31.2940781365
876,-8.8233356461
877,-108.9073509826
878,-293.5444875924
879,51.9139482279
880,-319.9985171835
881,58.7899125761
882,-204.7497962441
883,330.7526179199
884,45.0027428046
885,-192.2167872642
886,140.1718331779
887,211.2652789357
888,-38.5921479386
889,-145.6129485442
890,34.6876999591
891,147.6811478601
892,179.3344789406
893,-166.9365741691
894,-17.7060607962
895,-233.943403228
896,-213.4093628361
897,40.6145327496
898,14.8649746901
899,136.1624278214
900,70.5795144408
901,40.0385319406
902,-290.0818941441
903,36.4433767196
904,-135.1464163297
905,62.6998044856
906,198.5742231705
907,25.1405627935
908,-94.8073882807
909,-60.0603445726
910,-55.5859334539
911,71.6530601601
912,215.6912755608
913,-91.8212133553
914,-135.5067547092
915,-48.3885461457
916,-158.7197256749
917,-12.4953906268
918,-229.1041290761
919,212.4752991035
920,170.7783812121
921,221.3948182706
922,3.601818489
923,-87.2488560372
924,-161.3662915
925,-27.5968296895
926,67.563310044
927,46.8824705664
928,111.0263613089
929,7.8158958808
930,35.1981544106
931,-109.1227177402
932,337.493165188
933,-260.5571028388
934,-36.71351184
935,-15.6287331771
936,-75.3078865413
937,-1.6648872863
938,73.2087786984
939,-140.8877886414
940,11.9848339187
941,-34.3034401476
942,14.4325146756
943,-203.3467174472
944,24.3115533925
945,-108.0642808672
946,-55.9873891997
947,-137.3527706768
948,-145.6176369538
949,-338.9334154751
950,-236.2068916129
951,70.6766187876
952,-100.8674470877
953,-86.9231833188
954,82.7775433953
955,-1.1128110593
956,-236.2678334097
957,241.4842132794
958,245.2896562437
959,-41.4387775358
960,-195.1300759494
961,261.945347544
962,54.4799950643
963,155.8871570287
964,299.0833082919
965,-11.9026140868
966,-113.7121385186
967,-206.7373253643
968,10.6826000531
969,-44.6106104214
970,-2.424169002
971,-231.0668039536
972,-35.868768451
973,-16.9852013504
974,29.6202533582
975,27.6917435766
976,84.7737910679
977,-25.3739741137
978,-5.6952053182
979,231.3336132447
